Date,5,3,2,1,0,total,위험자산비중
2015-10-30 00:00:00,0.00%,29.97%,19.99%,49.95%,0.08%,100.00%,0.00%
2015-11-02 00:00:00,0.00%,29.87%,19.83%,50.22%,0.08%,100.00%,0.00%
2015-11-03 00:00:00,0.00%,29.99%,20.01%,49.93%,0.08%,100.00%,0.00%
2015-11-04 00:00:00,0.00%,30.01%,20.04%,49.87%,0.08%,100.00%,0.00%
2015-11-05 00:00:00,0.00%,30.10%,19.99%,49.83%,0.08%,100.00%,0.00%
2015-11-06 00:00:00,0.00%,30.02%,20.00%,49.91%,0.08%,100.00%,0.00%
2015-11-09 00:00:00,0.00%,30.30%,19.95%,49.67%,0.08%,100.00%,0.00%
2015-11-10 00:00:00,0.00%,30.11%,19.86%,49.95%,0.08%,100.00%,0.00%
2015-11-11 00:00:00,0.00%,29.95%,19.93%,50.03%,0.08%,100.00%,0.00%
2015-11-12 00:00:00,0.00%,30.05%,19.88%,49.99%,0.08%,100.00%,0.00%
2015-11-13 00:00:00,0.00%,29.92%,19.69%,50.31%,0.08%,100.00%,0.00%
2015-11-16 00:00:00,0.00%,29.74%,19.52%,50.66%,0.08%,100.00%,0.00%
2015-11-17 00:00:00,0.00%,29.93%,19.74%,50.25%,0.08%,100.00%,0.00%
2015-11-18 00:00:00,0.00%,29.88%,19.73%,50.31%,0.08%,100.00%,0.00%
2015-11-19 00:00:00,0.00%,30.10%,19.90%,49.93%,0.08%,100.00%,0.00%
2015-11-20 00:00:00,0.00%,30.00%,19.91%,50.01%,0.08%,100.00%,0.00%
2015-11-23 00:00:00,0.00%,30.18%,19.93%,49.81%,0.08%,100.00%,0.00%
2015-11-24 00:00:00,0.00%,30.11%,19.91%,49.90%,0.08%,100.00%,0.00%
2015-11-25 00:00:00,0.00%,29.99%,19.95%,49.98%,0.08%,100.00%,0.00%
2015-11-26 00:00:00,0.00%,30.11%,19.96%,49.86%,0.08%,100.00%,0.00%
2015-11-27 00:00:00,0.00%,30.16%,19.94%,49.82%,0.08%,100.00%,0.00%
2015-11-30 00:00:00,0.00%,29.98%,19.99%,49.96%,0.07%,100.00%,0.00%
2015-12-01 00:00:00,0.00%,30.11%,19.98%,49.83%,0.07%,100.00%,0.00%
2015-12-02 00:00:00,0.00%,30.16%,20.04%,49.72%,0.07%,100.00%,0.00%
2015-12-03 00:00:00,0.00%,30.11%,19.95%,49.87%,0.07%,100.00%,0.00%
2015-12-04 00:00:00,0.00%,29.78%,19.85%,50.30%,0.07%,100.00%,0.00%
2015-12-07 00:00:00,0.00%,30.08%,19.98%,49.87%,0.07%,100.00%,0.00%
2015-12-08 00:00:00,0.00%,30.10%,19.86%,49.97%,0.07%,100.00%,0.00%
2015-12-09 00:00:00,0.00%,30.24%,19.78%,49.91%,0.07%,100.00%,0.00%
2015-12-10 00:00:00,0.00%,30.14%,19.70%,50.09%,0.07%,100.00%,0.00%
2015-12-11 00:00:00,0.00%,30.16%,19.76%,50.01%,0.07%,100.00%,0.00%
2015-12-14 00:00:00,0.00%,29.96%,19.57%,50.39%,0.07%,100.00%,0.00%
2015-12-15 00:00:00,0.00%,30.02%,19.55%,50.36%,0.07%,100.00%,0.00%
2015-12-16 00:00:00,0.00%,30.10%,19.72%,50.11%,0.07%,100.00%,0.00%
2015-12-17 00:00:00,0.00%,30.21%,19.81%,49.90%,0.07%,100.00%,0.00%
2015-12-18 00:00:00,0.00%,30.14%,19.59%,50.21%,0.07%,100.00%,0.00%
2015-12-21 00:00:00,0.00%,30.00%,19.49%,50.44%,0.07%,100.00%,0.00%
2015-12-22 00:00:00,0.00%,29.99%,19.60%,50.33%,0.07%,100.00%,0.00%
2015-12-23 00:00:00,0.00%,30.08%,19.65%,50.20%,0.07%,100.00%,0.00%
2015-12-24 00:00:00,0.00%,30.05%,19.77%,50.11%,0.07%,100.00%,0.00%
2015-12-28 00:00:00,0.00%,29.93%,19.83%,50.16%,0.07%,100.00%,0.00%
2015-12-29 00:00:00,0.00%,30.20%,19.91%,49.82%,0.07%,100.00%,0.00%
2015-12-30 00:00:00,0.00%,29.97%,19.99%,49.94%,0.10%,100.00%,0.00%
2016-01-04 00:00:00,0.00%,29.71%,19.71%,50.48%,0.10%,100.00%,0.00%
2016-01-05 00:00:00,0.00%,29.64%,19.69%,50.56%,0.10%,100.00%,0.00%
2016-01-06 00:00:00,0.00%,29.57%,19.60%,50.73%,0.10%,100.00%,0.00%
2016-01-07 00:00:00,0.00%,29.42%,19.38%,51.10%,0.10%,100.00%,0.00%
2016-01-08 00:00:00,0.00%,29.38%,19.35%,51.17%,0.10%,100.00%,0.00%
2016-01-11 00:00:00,0.00%,29.29%,19.05%,51.56%,0.10%,100.00%,0.00%
2016-01-12 00:00:00,0.00%,29.28%,19.02%,51.60%,0.10%,100.00%,0.00%
2016-01-13 00:00:00,0.00%,29.54%,19.25%,51.12%,0.10%,100.00%,0.00%
2016-01-14 00:00:00,0.00%,29.18%,18.94%,51.78%,0.10%,100.00%,0.00%
2016-01-15 00:00:00,0.00%,29.21%,19.05%,51.64%,0.10%,100.00%,0.00%
2016-01-18 00:00:00,0.00%,28.97%,18.91%,52.01%,0.10%,100.00%,0.00%
2016-01-19 00:00:00,0.00%,29.00%,19.04%,51.87%,0.10%,100.00%,0.00%
2016-01-20 00:00:00,0.00%,28.67%,18.74%,52.49%,0.10%,100.00%,0.00%
2016-01-21 00:00:00,0.00%,28.81%,18.77%,52.32%,0.10%,100.00%,0.00%
2016-01-22 00:00:00,0.00%,28.96%,18.93%,52.01%,0.10%,100.00%,0.00%
2016-01-25 00:00:00,0.00%,29.07%,19.02%,51.81%,0.10%,100.00%,0.00%
2016-01-26 00:00:00,0.00%,28.97%,18.81%,52.11%,0.10%,100.00%,0.00%
2016-01-27 00:00:00,0.00%,29.06%,18.96%,51.88%,0.10%,100.00%,0.00%
2016-01-28 00:00:00,0.00%,28.99%,18.91%,51.99%,0.10%,100.00%,0.00%
2016-01-29 00:00:00,0.00%,29.99%,19.99%,49.97%,0.06%,100.00%,0.00%
2016-02-01 00:00:00,0.00%,30.12%,20.18%,49.65%,0.06%,100.00%,0.00%
2016-02-02 00:00:00,0.00%,30.07%,20.14%,49.74%,0.06%,100.00%,0.00%
2016-02-03 00:00:00,0.00%,30.01%,19.97%,49.97%,0.06%,100.00%,0.00%
2016-02-04 00:00:00,0.00%,29.93%,20.13%,49.88%,0.06%,100.00%,0.00%
2016-02-05 00:00:00,0.00%,29.80%,20.11%,50.03%,0.06%,100.00%,0.00%
2016-02-11 00:00:00,0.00%,29.17%,19.76%,51.02%,0.06%,100.00%,0.00%
2016-02-12 00:00:00,0.00%,29.32%,19.66%,50.97%,0.06%,100.00%,0.00%
2016-02-15 00:00:00,0.00%,29.59%,19.98%,50.38%,0.06%,100.00%,0.00%
2016-02-16 00:00:00,0.00%,29.90%,19.97%,50.07%,0.06%,100.00%,0.00%
2016-02-17 00:00:00,0.00%,29.90%,19.90%,50.15%,0.06%,100.00%,0.00%
2016-02-18 00:00:00,0.00%,30.25%,20.11%,49.59%,0.06%,100.00%,0.00%
2016-02-19 00:00:00,0.00%,30.22%,20.10%,49.62%,0.06%,100.00%,0.00%
2016-02-22 00:00:00,0.00%,30.28%,20.13%,49.54%,0.05%,100.00%,0.00%
2016-02-23 00:00:00,0.00%,30.30%,20.16%,49.48%,0.05%,100.00%,0.00%
2016-02-24 00:00:00,0.00%,30.21%,20.07%,49.66%,0.06%,100.00%,0.00%
2016-02-25 00:00:00,0.00%,30.37%,20.16%,49.42%,0.05%,100.00%,0.00%
2016-02-26 00:00:00,0.00%,30.48%,20.22%,49.25%,0.05%,100.00%,0.00%
2016-02-29 00:00:00,0.00%,29.98%,20.00%,49.94%,0.08%,100.00%,0.00%
2016-03-02 00:00:00,0.00%,30.31%,20.26%,49.35%,0.07%,100.00%,0.00%
2016-03-03 00:00:00,0.00%,30.18%,20.27%,49.48%,0.07%,100.00%,0.00%
2016-03-04 00:00:00,0.00%,29.95%,20.40%,49.58%,0.08%,100.00%,0.00%
2016-03-07 00:00:00,0.00%,29.91%,20.42%,49.59%,0.08%,100.00%,0.00%
2016-03-08 00:00:00,0.00%,29.81%,20.42%,49.69%,0.08%,100.00%,0.00%
2016-03-09 00:00:00,0.00%,29.94%,20.36%,49.63%,0.08%,100.00%,0.00%
2016-03-10 00:00:00,0.00%,29.85%,20.37%,49.70%,0.08%,100.00%,0.00%
2016-03-11 00:00:00,0.00%,29.89%,20.53%,49.51%,0.08%,100.00%,0.00%
2016-03-14 00:00:00,0.00%,29.88%,20.64%,49.40%,0.08%,100.00%,0.00%
2016-03-15 00:00:00,0.00%,29.90%,20.60%,49.42%,0.08%,100.00%,0.00%
2016-03-16 00:00:00,0.00%,29.99%,20.61%,49.33%,0.07%,100.00%,0.00%
2016-03-17 00:00:00,0.00%,29.92%,20.67%,49.33%,0.07%,100.00%,0.00%
2016-03-18 00:00:00,0.00%,29.72%,20.82%,49.39%,0.07%,100.00%,0.00%
2016-03-21 00:00:00,0.00%,29.70%,20.83%,49.39%,0.07%,100.00%,0.00%
2016-03-22 00:00:00,0.00%,29.69%,20.89%,49.34%,0.07%,100.00%,0.00%
2016-03-23 00:00:00,0.00%,29.80%,20.84%,49.29%,0.07%,100.00%,0.00%
2016-03-24 00:00:00,0.00%,29.78%,20.73%,49.41%,0.07%,100.00%,0.00%
2016-03-25 00:00:00,0.00%,29.81%,20.85%,49.27%,0.07%,100.00%,0.00%
2016-03-28 00:00:00,0.00%,29.82%,20.78%,49.32%,0.07%,100.00%,0.00%
2016-03-29 00:00:00,0.00%,29.76%,20.76%,49.41%,0.07%,100.00%,0.00%
2016-03-30 00:00:00,0.00%,29.80%,20.90%,49.22%,0.07%,100.00%,0.00%
2016-03-31 00:00:00,0.00%,29.97%,19.99%,49.96%,0.07%,100.00%,0.00%
2016-04-01 00:00:00,0.00%,29.95%,19.92%,50.05%,0.07%,100.00%,0.00%
2016-04-04 00:00:00,0.00%,30.05%,20.05%,49.82%,0.07%,100.00%,0.00%
2016-04-05 00:00:00,0.00%,30.03%,19.96%,49.94%,0.07%,100.00%,0.00%
2016-04-06 00:00:00,0.00%,30.07%,19.89%,49.97%,0.07%,100.00%,0.00%
2016-04-07 00:00:00,0.00%,30.12%,19.98%,49.82%,0.07%,100.00%,0.00%
2016-04-08 00:00:00,0.00%,30.01%,19.90%,50.01%,0.07%,100.00%,0.00%
2016-04-11 00:00:00,0.00%,29.93%,19.88%,50.12%,0.07%,100.00%,0.00%
2016-04-12 00:00:00,0.00%,29.88%,19.91%,50.13%,0.07%,100.00%,0.00%
2016-04-14 00:00:00,0.00%,30.36%,20.02%,49.56%,0.07%,100.00%,0.00%
2016-04-15 00:00:00,0.00%,30.27%,20.06%,49.60%,0.07%,100.00%,0.00%
2016-04-18 00:00:00,0.00%,30.18%,19.99%,49.76%,0.07%,100.00%,0.00%
2016-04-19 00:00:00,0.00%,30.16%,20.16%,49.60%,0.07%,100.00%,0.00%
2016-04-20 00:00:00,0.00%,29.93%,20.23%,49.76%,0.07%,100.00%,0.00%
2016-04-21 00:00:00,0.00%,30.00%,20.32%,49.61%,0.07%,100.00%,0.00%
2016-04-22 00:00:00,0.00%,30.05%,20.16%,49.72%,0.07%,100.00%,0.00%
2016-04-25 00:00:00,0.00%,29.96%,20.20%,49.76%,0.07%,100.00%,0.00%
2016-04-26 00:00:00,0.00%,30.00%,20.17%,49.76%,0.07%,100.00%,0.00%
2016-04-27 00:00:00,0.00%,29.79%,20.22%,49.92%,0.07%,100.00%,0.00%
2016-04-28 00:00:00,0.00%,29.47%,20.28%,50.18%,0.07%,100.00%,0.00%
2016-04-29 00:00:00,0.00%,14.98%,14.99%,69.96%,0.07%,100.00%,0.00%
2016-05-02 00:00:00,0.00%,14.89%,14.95%,70.09%,0.07%,100.00%,0.00%
2016-05-03 00:00:00,0.00%,14.96%,15.01%,69.96%,0.07%,100.00%,0.00%
2016-05-04 00:00:00,0.00%,15.07%,14.90%,69.96%,0.07%,100.00%,0.00%
2016-05-09 00:00:00,0.00%,15.18%,14.88%,69.86%,0.07%,100.00%,0.00%
2016-05-10 00:00:00,0.00%,15.32%,14.89%,69.72%,0.07%,100.00%,0.00%
2016-05-11 00:00:00,0.00%,15.36%,14.97%,69.61%,0.07%,100.00%,0.00%
2016-05-12 00:00:00,0.00%,15.25%,14.92%,69.76%,0.07%,100.00%,0.00%
2016-05-13 00:00:00,0.00%,15.22%,14.84%,69.87%,0.07%,100.00%,0.00%
2016-05-16 00:00:00,0.00%,15.27%,14.82%,69.83%,0.07%,100.00%,0.00%
2016-05-17 00:00:00,0.00%,15.36%,14.91%,69.65%,0.07%,100.00%,0.00%
2016-05-18 00:00:00,0.00%,15.35%,14.79%,69.79%,0.07%,100.00%,0.00%
2016-05-19 00:00:00,0.00%,15.48%,14.74%,69.71%,0.07%,100.00%,0.00%
2016-05-20 00:00:00,0.00%,15.46%,14.80%,69.66%,0.07%,100.00%,0.00%
2016-05-23 00:00:00,0.00%,15.47%,14.80%,69.66%,0.07%,100.00%,0.00%
2016-05-24 00:00:00,0.00%,15.53%,14.76%,69.65%,0.07%,100.00%,0.00%
2016-05-25 00:00:00,0.00%,15.72%,14.95%,69.26%,0.07%,100.00%,0.00%
2016-05-26 00:00:00,0.00%,15.74%,14.97%,69.22%,0.07%,100.00%,0.00%
2016-05-27 00:00:00,0.00%,15.77%,15.01%,69.15%,0.07%,100.00%,0.00%
2016-05-30 00:00:00,0.00%,16.00%,15.02%,68.92%,0.07%,100.00%,0.00%
2016-05-31 00:00:00,0.00%,14.99%,14.99%,69.84%,0.18%,100.00%,0.00%
2016-06-01 00:00:00,0.00%,15.00%,14.94%,69.88%,0.18%,100.00%,0.00%
2016-06-02 00:00:00,0.00%,14.87%,14.97%,69.98%,0.18%,100.00%,0.00%
2016-06-03 00:00:00,0.00%,14.89%,15.02%,69.91%,0.18%,100.00%,0.00%
2016-06-07 00:00:00,0.00%,14.65%,15.10%,70.08%,0.18%,100.00%,0.00%
2016-06-08 00:00:00,0.00%,14.53%,15.11%,70.19%,0.18%,100.00%,0.00%
2016-06-09 00:00:00,0.00%,14.51%,15.12%,70.19%,0.18%,100.00%,0.00%
2016-06-10 00:00:00,0.00%,14.57%,15.10%,70.15%,0.18%,100.00%,0.00%
2016-06-13 00:00:00,0.00%,14.55%,14.99%,70.28%,0.18%,100.00%,0.00%
2016-06-14 00:00:00,0.00%,14.49%,14.94%,70.39%,0.18%,100.00%,0.00%
2016-06-15 00:00:00,0.00%,14.52%,14.90%,70.40%,0.18%,100.00%,0.00%
2016-06-16 00:00:00,0.00%,14.38%,14.88%,70.55%,0.18%,100.00%,0.00%
2016-06-17 00:00:00,0.00%,14.51%,14.95%,70.37%,0.18%,100.00%,0.00%
2016-06-20 00:00:00,0.00%,14.36%,15.04%,70.42%,0.18%,100.00%,0.00%
2016-06-21 00:00:00,0.00%,14.28%,15.04%,70.50%,0.18%,100.00%,0.00%
2016-06-22 00:00:00,0.00%,14.27%,15.04%,70.51%,0.18%,100.00%,0.00%
2016-06-23 00:00:00,0.00%,14.25%,15.09%,70.49%,0.18%,100.00%,0.00%
2016-06-24 00:00:00,0.00%,14.14%,14.56%,71.12%,0.18%,100.00%,0.00%
2016-06-27 00:00:00,0.00%,14.18%,14.64%,70.99%,0.18%,100.00%,0.00%
2016-06-28 00:00:00,0.00%,14.05%,14.62%,71.15%,0.18%,100.00%,0.00%
2016-06-29 00:00:00,0.00%,14.07%,14.77%,70.98%,0.18%,100.00%,0.00%
2016-06-30 00:00:00,0.00%,14.99%,14.98%,69.82%,0.21%,100.00%,0.00%
2016-07-01 00:00:00,0.00%,15.03%,15.13%,69.63%,0.21%,100.00%,0.00%
2016-07-04 00:00:00,0.00%,15.11%,15.18%,69.50%,0.21%,100.00%,0.00%
2016-07-05 00:00:00,0.00%,15.13%,15.13%,69.53%,0.21%,100.00%,0.00%
2016-07-06 00:00:00,0.00%,15.17%,15.02%,69.61%,0.21%,100.00%,0.00%
2016-07-07 00:00:00,0.00%,15.23%,15.12%,69.44%,0.21%,100.00%,0.00%
2016-07-08 00:00:00,0.00%,15.28%,15.06%,69.45%,0.21%,100.00%,0.00%
2016-07-11 00:00:00,0.00%,15.36%,15.30%,69.13%,0.21%,100.00%,0.00%
2016-07-12 00:00:00,0.00%,15.43%,15.28%,69.08%,0.21%,100.00%,0.00%
2016-07-13 00:00:00,0.00%,15.43%,15.35%,69.01%,0.21%,100.00%,0.00%
2016-07-14 00:00:00,0.00%,15.35%,15.39%,69.05%,0.21%,100.00%,0.00%
2016-07-15 00:00:00,0.00%,15.34%,15.43%,69.02%,0.21%,100.00%,0.00%
2016-07-18 00:00:00,0.00%,15.33%,15.46%,69.01%,0.21%,100.00%,0.00%
2016-07-19 00:00:00,0.00%,15.46%,15.43%,68.90%,0.21%,100.00%,0.00%
2016-07-20 00:00:00,0.00%,15.43%,15.44%,68.92%,0.21%,100.00%,0.00%
2016-07-21 00:00:00,0.00%,15.55%,15.48%,68.76%,0.21%,100.00%,0.00%
2016-07-22 00:00:00,0.00%,15.47%,15.43%,68.89%,0.21%,100.00%,0.00%
2016-07-25 00:00:00,0.00%,15.55%,15.47%,68.77%,0.21%,100.00%,0.00%
2016-07-26 00:00:00,0.00%,15.58%,15.46%,68.75%,0.21%,100.00%,0.00%
2016-07-27 00:00:00,0.00%,15.62%,15.47%,68.70%,0.21%,100.00%,0.00%
2016-07-28 00:00:00,0.00%,15.53%,15.47%,68.79%,0.21%,100.00%,0.00%
2016-07-29 00:00:00,0.00%,15.00%,14.98%,69.80%,0.22%,100.00%,0.00%
2016-08-01 00:00:00,0.00%,14.99%,15.05%,69.73%,0.22%,100.00%,0.00%
2016-08-02 00:00:00,0.00%,15.04%,14.98%,69.75%,0.22%,100.00%,0.00%
2016-08-03 00:00:00,0.00%,14.97%,14.91%,69.90%,0.22%,100.00%,0.00%
2016-08-04 00:00:00,0.00%,14.97%,14.95%,69.86%,0.22%,100.00%,0.00%
2016-08-05 00:00:00,0.00%,14.98%,14.97%,69.83%,0.22%,100.00%,0.00%
2016-08-08 00:00:00,0.00%,15.09%,15.02%,69.67%,0.22%,100.00%,0.00%
2016-08-09 00:00:00,0.00%,15.04%,15.02%,69.72%,0.22%,100.00%,0.00%
2016-08-10 00:00:00,0.00%,14.96%,15.04%,69.78%,0.22%,100.00%,0.00%
2016-08-11 00:00:00,0.00%,14.96%,15.03%,69.79%,0.22%,100.00%,0.00%
2016-08-12 00:00:00,0.00%,15.00%,15.05%,69.72%,0.22%,100.00%,0.00%
2016-08-16 00:00:00,0.00%,14.99%,15.08%,69.71%,0.22%,100.00%,0.00%
2016-08-17 00:00:00,0.00%,15.08%,15.06%,69.64%,0.22%,100.00%,0.00%
2016-08-18 00:00:00,0.00%,15.11%,15.05%,69.63%,0.22%,100.00%,0.00%
2016-08-19 00:00:00,0.00%,15.23%,15.02%,69.53%,0.22%,100.00%,0.00%
2016-08-22 00:00:00,0.00%,15.27%,15.01%,69.50%,0.22%,100.00%,0.00%
