Date,5,3,2,1,0,total,위험자산비중
2020-03-25 00:00:00,0.00%,28.96%,17.75%,53.14%,0.14%,100.00%,0.00%
2020-03-26 00:00:00,0.00%,28.64%,17.88%,53.34%,0.14%,100.00%,0.00%
2020-03-27 00:00:00,0.00%,28.89%,18.64%,52.34%,0.14%,100.00%,0.00%
2020-03-30 00:00:00,0.00%,28.82%,18.34%,52.71%,0.14%,100.00%,0.00%
2020-03-31 00:00:00,0.00%,29.97%,19.99%,49.87%,0.17%,100.00%,0.00%
2020-04-01 00:00:00,0.00%,29.62%,19.31%,50.89%,0.18%,100.00%,0.00%
2020-04-02 00:00:00,0.00%,29.72%,19.31%,50.80%,0.17%,100.00%,0.00%
2020-04-03 00:00:00,0.00%,29.74%,19.28%,50.80%,0.17%,100.00%,0.00%
2020-04-06 00:00:00,0.00%,30.30%,19.67%,49.85%,0.17%,100.00%,0.00%
2020-04-07 00:00:00,0.00%,30.60%,20.10%,49.13%,0.17%,100.00%,0.00%
2020-04-08 00:00:00,0.00%,30.50%,19.86%,49.47%,0.17%,100.00%,0.00%
2020-04-09 00:00:00,0.00%,30.62%,20.40%,48.81%,0.17%,100.00%,0.00%
2020-04-10 00:00:00,0.00%,30.55%,20.71%,48.58%,0.17%,100.00%,0.00%
2020-04-13 00:00:00,0.00%,30.31%,20.53%,48.99%,0.17%,100.00%,0.00%
2020-04-14 00:00:00,0.00%,30.89%,20.60%,48.35%,0.17%,100.00%,0.00%
2020-04-16 00:00:00,0.00%,31.35%,20.43%,48.06%,0.17%,100.00%,0.00%
2020-04-17 00:00:00,0.00%,31.68%,20.73%,47.43%,0.16%,100.00%,0.00%
2020-04-20 00:00:00,0.00%,31.47%,20.76%,47.61%,0.16%,100.00%,0.00%
2020-04-21 00:00:00,0.00%,31.51%,20.47%,47.86%,0.16%,100.00%,0.00%
2020-04-22 00:00:00,0.00%,31.40%,20.27%,48.16%,0.17%,100.00%,0.00%
2020-04-23 00:00:00,0.00%,31.65%,20.39%,47.79%,0.16%,100.00%,0.00%
2020-04-24 00:00:00,0.00%,31.51%,20.27%,48.06%,0.17%,100.00%,0.00%
2020-04-27 00:00:00,0.00%,31.81%,20.61%,47.42%,0.16%,100.00%,0.00%
2020-04-28 00:00:00,0.00%,31.69%,20.71%,47.44%,0.16%,100.00%,0.00%
2020-04-29 00:00:00,0.00%,14.98%,14.99%,69.85%,0.17%,100.00%,0.00%
2020-05-04 00:00:00,0.00%,14.95%,14.61%,70.28%,0.17%,100.00%,0.00%
2020-05-06 00:00:00,0.00%,15.25%,14.88%,69.71%,0.17%,100.00%,0.00%
2020-05-07 00:00:00,0.00%,15.38%,14.77%,69.68%,0.17%,100.00%,0.00%
2020-05-08 00:00:00,0.00%,15.50%,14.99%,69.34%,0.17%,100.00%,0.00%
2020-05-11 00:00:00,0.00%,15.56%,15.07%,69.21%,0.17%,100.00%,0.00%
2020-05-12 00:00:00,0.00%,15.65%,14.91%,69.28%,0.17%,100.00%,0.00%
2020-05-13 00:00:00,0.00%,15.50%,14.76%,69.57%,0.17%,100.00%,0.00%
2020-05-14 00:00:00,0.00%,15.35%,14.52%,69.96%,0.17%,100.00%,0.00%
2020-05-15 00:00:00,0.00%,15.51%,14.70%,69.62%,0.17%,100.00%,0.00%
2020-05-18 00:00:00,0.00%,15.69%,14.82%,69.32%,0.17%,100.00%,0.00%
2020-05-19 00:00:00,0.00%,15.79%,15.10%,68.95%,0.17%,100.00%,0.00%
2020-05-20 00:00:00,0.00%,15.84%,14.98%,69.02%,0.17%,100.00%,0.00%
2020-05-21 00:00:00,0.00%,15.97%,15.02%,68.84%,0.17%,100.00%,0.00%
2020-05-22 00:00:00,0.00%,15.84%,14.92%,69.08%,0.17%,100.00%,0.00%
2020-05-25 00:00:00,0.00%,16.11%,15.08%,68.65%,0.17%,100.00%,0.00%
2020-05-26 00:00:00,0.00%,16.16%,15.26%,68.41%,0.16%,100.00%,0.00%
2020-05-27 00:00:00,0.00%,15.99%,15.30%,68.55%,0.17%,100.00%,0.00%
2020-05-28 00:00:00,0.00%,15.99%,15.46%,68.39%,0.16%,100.00%,0.00%
2020-05-29 00:00:00,0.00%,14.99%,15.00%,69.91%,0.10%,100.00%,0.00%
2020-06-01 00:00:00,0.00%,15.08%,15.06%,69.76%,0.10%,100.00%,0.00%
2020-06-02 00:00:00,0.00%,15.12%,15.06%,69.72%,0.10%,100.00%,0.00%
2020-06-03 00:00:00,0.00%,15.11%,15.24%,69.55%,0.10%,100.00%,0.00%
2020-06-04 00:00:00,0.00%,15.10%,15.33%,69.47%,0.10%,100.00%,0.00%
2020-06-05 00:00:00,0.00%,14.99%,15.44%,69.47%,0.10%,100.00%,0.00%
2020-06-08 00:00:00,0.00%,15.09%,15.66%,69.16%,0.10%,100.00%,0.00%
2020-06-09 00:00:00,0.00%,15.07%,15.79%,69.05%,0.10%,100.00%,0.00%
2020-06-10 00:00:00,0.00%,15.13%,15.73%,69.04%,0.10%,100.00%,0.00%
2020-06-11 00:00:00,0.00%,15.21%,15.41%,69.28%,0.10%,100.00%,0.00%
2020-06-12 00:00:00,0.00%,15.00%,15.04%,69.86%,0.10%,100.00%,0.00%
2020-06-15 00:00:00,0.00%,14.80%,14.68%,70.42%,0.10%,100.00%,0.00%
2020-06-16 00:00:00,0.00%,15.24%,15.29%,69.37%,0.10%,100.00%,0.00%
2020-06-17 00:00:00,0.00%,15.42%,15.36%,69.13%,0.10%,100.00%,0.00%
2020-06-18 00:00:00,0.00%,15.36%,15.26%,69.28%,0.10%,100.00%,0.00%
2020-06-22 00:00:00,0.00%,15.51%,15.10%,69.29%,0.10%,100.00%,0.00%
2020-06-23 00:00:00,0.00%,15.56%,15.28%,69.06%,0.10%,100.00%,0.00%
2020-06-24 00:00:00,0.00%,15.62%,15.26%,69.02%,0.10%,100.00%,0.00%
2020-06-25 00:00:00,0.00%,15.43%,14.97%,69.50%,0.10%,100.00%,0.00%
2020-06-26 00:00:00,0.00%,15.48%,15.08%,69.34%,0.10%,100.00%,0.00%
2020-06-29 00:00:00,0.00%,15.17%,14.93%,69.80%,0.10%,100.00%,0.00%
2020-06-30 00:00:00,0.00%,14.99%,14.98%,69.90%,0.13%,100.00%,0.00%
2020-07-01 00:00:00,0.00%,15.15%,15.11%,69.62%,0.13%,100.00%,0.00%
2020-07-02 00:00:00,0.00%,15.32%,15.21%,69.34%,0.13%,100.00%,0.00%
2020-07-06 00:00:00,0.00%,15.45%,15.40%,69.03%,0.13%,100.00%,0.00%
2020-07-07 00:00:00,0.00%,15.58%,15.34%,68.96%,0.13%,100.00%,0.00%
2020-07-08 00:00:00,0.00%,15.51%,15.24%,69.12%,0.13%,100.00%,0.00%
2020-07-09 00:00:00,0.00%,15.69%,15.30%,68.88%,0.13%,100.00%,0.00%
2020-07-10 00:00:00,0.00%,15.82%,15.13%,68.92%,0.13%,100.00%,0.00%
2020-07-13 00:00:00,0.00%,16.01%,15.43%,68.44%,0.13%,100.00%,0.00%
2020-07-14 00:00:00,0.00%,15.81%,15.31%,68.76%,0.13%,100.00%,0.00%
2020-07-15 00:00:00,0.00%,15.79%,15.52%,68.57%,0.13%,100.00%,0.00%
2020-07-16 00:00:00,0.00%,15.70%,15.51%,68.66%,0.13%,100.00%,0.00%
2020-07-17 00:00:00,0.00%,15.72%,15.51%,68.65%,0.13%,100.00%,0.00%
2020-07-20 00:00:00,0.00%,15.65%,15.50%,68.72%,0.13%,100.00%,0.00%
2020-07-21 00:00:00,0.00%,16.08%,15.67%,68.13%,0.12%,100.00%,0.00%
2020-07-22 00:00:00,0.00%,15.83%,15.66%,68.39%,0.13%,100.00%,0.00%
2020-07-23 00:00:00,0.00%,15.90%,15.73%,68.24%,0.13%,100.00%,0.00%
2020-07-24 00:00:00,0.00%,15.49%,15.60%,68.78%,0.13%,100.00%,0.00%
2020-07-27 00:00:00,0.00%,15.44%,15.59%,68.85%,0.13%,100.00%,0.00%
2020-07-28 00:00:00,0.00%,15.67%,15.63%,68.58%,0.13%,100.00%,0.00%
2020-07-29 00:00:00,0.00%,15.49%,15.58%,68.80%,0.13%,100.00%,0.00%
2020-07-30 00:00:00,0.00%,15.58%,15.68%,68.62%,0.13%,100.00%,0.00%
2020-07-31 00:00:00,0.00%,14.98%,15.00%,69.93%,0.09%,100.00%,0.00%
2020-08-03 00:00:00,0.00%,15.08%,15.00%,69.83%,0.09%,100.00%,0.00%
2020-08-04 00:00:00,0.00%,15.21%,15.09%,69.61%,0.09%,100.00%,0.00%
2020-08-05 00:00:00,0.00%,15.20%,15.15%,69.56%,0.09%,100.00%,0.00%
2020-08-06 00:00:00,0.00%,15.13%,15.22%,69.56%,0.09%,100.00%,0.00%
2020-08-07 00:00:00,0.00%,15.27%,15.24%,69.40%,0.09%,100.00%,0.00%
2020-08-10 00:00:00,0.00%,15.16%,15.33%,69.42%,0.09%,100.00%,0.00%
2020-08-11 00:00:00,0.00%,15.15%,15.37%,69.40%,0.09%,100.00%,0.00%
2020-08-12 00:00:00,0.00%,14.96%,15.33%,69.62%,0.09%,100.00%,0.00%
2020-08-13 00:00:00,0.00%,15.12%,15.38%,69.41%,0.09%,100.00%,0.00%
2020-08-14 00:00:00,0.00%,15.24%,15.41%,69.26%,0.09%,100.00%,0.00%
2020-08-18 00:00:00,0.00%,15.31%,15.40%,69.20%,0.09%,100.00%,0.00%
2020-08-19 00:00:00,0.00%,15.42%,15.42%,69.08%,0.09%,100.00%,0.00%
2020-08-20 00:00:00,0.00%,15.33%,15.30%,69.28%,0.09%,100.00%,0.00%
2020-08-21 00:00:00,0.00%,15.60%,15.37%,68.94%,0.09%,100.00%,0.00%
2020-08-24 00:00:00,0.00%,15.74%,15.41%,68.77%,0.09%,100.00%,0.00%
2020-08-25 00:00:00,0.00%,15.73%,15.57%,68.62%,0.09%,100.00%,0.00%
2020-08-26 00:00:00,0.00%,15.82%,15.54%,68.55%,0.09%,100.00%,0.00%
2020-08-27 00:00:00,0.00%,16.02%,15.62%,68.27%,0.09%,100.00%,0.00%
2020-08-28 00:00:00,0.00%,16.04%,15.74%,68.13%,0.09%,100.00%,0.00%
2020-08-31 00:00:00,0.00%,14.98%,14.99%,69.90%,0.13%,100.00%,0.00%
2020-09-01 00:00:00,0.00%,15.06%,14.94%,69.86%,0.13%,100.00%,0.00%
2020-09-02 00:00:00,0.00%,15.29%,15.02%,69.56%,0.13%,100.00%,0.00%
2020-09-03 00:00:00,0.00%,15.28%,15.14%,69.46%,0.13%,100.00%,0.00%
2020-09-04 00:00:00,0.00%,14.62%,14.81%,70.44%,0.13%,100.00%,0.00%
2020-09-07 00:00:00,0.00%,14.34%,14.67%,70.85%,0.13%,100.00%,0.00%
2020-09-08 00:00:00,0.00%,14.46%,14.83%,70.59%,0.13%,100.00%,0.00%
2020-09-09 00:00:00,0.00%,14.06%,14.48%,71.32%,0.13%,100.00%,0.00%
2020-09-10 00:00:00,0.00%,14.34%,14.71%,70.82%,0.13%,100.00%,0.00%
2020-09-11 00:00:00,0.00%,14.24%,14.58%,71.05%,0.13%,100.00%,0.00%
2020-09-14 00:00:00,0.00%,14.15%,14.63%,71.08%,0.13%,100.00%,0.00%
2020-09-15 00:00:00,0.00%,14.18%,14.70%,70.99%,0.13%,100.00%,0.00%
2020-09-16 00:00:00,0.00%,14.30%,14.71%,70.86%,0.13%,100.00%,0.00%
2020-09-17 00:00:00,0.00%,13.86%,14.48%,71.53%,0.13%,100.00%,0.00%
2020-09-18 00:00:00,0.00%,13.81%,14.64%,71.42%,0.13%,100.00%,0.00%
2020-09-21 00:00:00,0.00%,13.54%,14.48%,71.85%,0.13%,100.00%,0.00%
2020-09-22 00:00:00,0.00%,13.68%,14.32%,71.86%,0.13%,100.00%,0.00%
2020-09-23 00:00:00,0.00%,13.86%,14.43%,71.57%,0.13%,100.00%,0.00%
2020-09-24 00:00:00,0.00%,13.60%,14.16%,72.10%,0.13%,100.00%,0.00%
2020-09-25 00:00:00,0.00%,13.73%,14.24%,71.89%,0.13%,100.00%,0.00%
2020-09-28 00:00:00,0.00%,14.04%,14.44%,71.39%,0.13%,100.00%,0.00%
2020-09-29 00:00:00,0.00%,14.97%,14.99%,69.91%,0.13%,100.00%,0.00%
2020-10-05 00:00:00,0.00%,14.80%,15.04%,70.03%,0.13%,100.00%,0.00%
2020-10-06 00:00:00,0.00%,14.90%,15.16%,69.81%,0.13%,100.00%,0.00%
2020-10-07 00:00:00,0.00%,14.75%,15.08%,70.05%,0.13%,100.00%,0.00%
2020-10-08 00:00:00,0.00%,14.90%,15.27%,69.70%,0.13%,100.00%,0.00%
2020-10-12 00:00:00,0.00%,15.05%,15.45%,69.38%,0.12%,100.00%,0.00%
2020-10-13 00:00:00,0.00%,15.37%,15.55%,68.95%,0.12%,100.00%,0.00%
2020-10-14 00:00:00,0.00%,15.41%,15.47%,69.00%,0.12%,100.00%,0.00%
2020-10-15 00:00:00,0.00%,15.14%,15.37%,69.37%,0.12%,100.00%,0.00%
2020-10-16 00:00:00,0.00%,15.14%,15.40%,69.34%,0.12%,100.00%,0.00%
2020-10-19 00:00:00,0.00%,15.11%,15.44%,69.33%,0.12%,100.00%,0.00%
2020-10-20 00:00:00,0.00%,14.92%,15.30%,69.66%,0.13%,100.00%,0.00%
2020-10-21 00:00:00,0.00%,14.85%,15.38%,69.65%,0.13%,100.00%,0.00%
2020-10-22 00:00:00,0.00%,14.78%,15.24%,69.85%,0.13%,100.00%,0.00%
2020-10-23 00:00:00,0.00%,14.77%,15.33%,69.78%,0.13%,100.00%,0.00%
2020-10-26 00:00:00,0.00%,14.69%,15.30%,69.89%,0.13%,100.00%,0.00%
2020-10-27 00:00:00,0.00%,14.59%,15.24%,70.04%,0.13%,100.00%,0.00%
2020-10-28 00:00:00,0.00%,14.70%,15.08%,70.10%,0.13%,100.00%,0.00%
2020-10-29 00:00:00,0.00%,14.45%,14.91%,70.51%,0.13%,100.00%,0.00%
2020-10-30 00:00:00,21.00%,34.97%,13.98%,29.90%,0.15%,100.00%,21.00%
2020-11-02 00:00:00,21.16%,34.96%,14.03%,29.69%,0.15%,100.00%,21.16%
2020-11-03 00:00:00,21.41%,34.94%,14.10%,29.40%,0.15%,100.00%,21.41%
2020-11-04 00:00:00,21.48%,35.32%,14.15%,28.92%,0.15%,100.00%,21.48%
2020-11-05 00:00:00,21.56%,35.60%,14.23%,28.47%,0.14%,100.00%,21.56%
2020-11-06 00:00:00,21.21%,35.69%,14.37%,28.59%,0.14%,100.00%,21.21%
2020-11-09 00:00:00,21.23%,35.94%,14.48%,28.20%,0.14%,100.00%,21.23%
2020-11-10 00:00:00,21.13%,35.48%,14.58%,28.66%,0.14%,100.00%,21.13%
2020-11-11 00:00:00,21.20%,35.42%,14.66%,28.57%,0.14%,100.00%,21.20%
2020-11-12 00:00:00,21.10%,35.65%,14.59%,28.51%,0.14%,100.00%,21.10%
2020-11-13 00:00:00,21.11%,35.77%,14.53%,28.45%,0.14%,100.00%,21.11%
2020-11-16 00:00:00,21.07%,35.90%,14.71%,28.17%,0.14%,100.00%,21.07%
2020-11-17 00:00:00,20.92%,35.95%,14.72%,28.26%,0.14%,100.00%,20.92%
2020-11-18 00:00:00,21.23%,35.72%,14.64%,28.27%,0.14%,100.00%,21.23%
2020-11-19 00:00:00,21.46%,35.74%,14.50%,28.16%,0.14%,100.00%,21.46%
2020-11-20 00:00:00,21.63%,35.77%,14.41%,28.04%,0.14%,100.00%,21.63%
2020-11-23 00:00:00,21.64%,35.87%,14.39%,27.96%,0.14%,100.00%,21.64%
2020-11-24 00:00:00,21.43%,35.97%,14.53%,27.93%,0.14%,100.00%,21.43%
2020-11-25 00:00:00,21.31%,36.03%,14.64%,27.88%,0.14%,100.00%,21.31%
2020-11-26 00:00:00,21.56%,36.02%,14.56%,27.72%,0.14%,100.00%,21.56%
2020-11-27 00:00:00,21.85%,35.91%,14.48%,27.62%,0.14%,100.00%,21.85%
2020-11-30 00:00:00,21.00%,34.98%,13.98%,29.91%,0.13%,100.00%,21.00%
2020-12-01 00:00:00,21.02%,35.18%,14.03%,29.64%,0.13%,100.00%,21.02%
2020-12-02 00:00:00,21.16%,35.25%,13.96%,29.50%,0.13%,100.00%,21.16%
2020-12-03 00:00:00,21.39%,35.18%,13.94%,29.36%,0.13%,100.00%,21.39%
2020-12-04 00:00:00,21.69%,35.05%,13.90%,29.24%,0.13%,100.00%,21.69%
2020-12-07 00:00:00,22.25%,34.82%,13.82%,28.97%,0.13%,100.00%,22.25%
2020-12-08 00:00:00,21.57%,35.08%,13.95%,29.27%,0.13%,100.00%,21.57%
2020-12-09 00:00:00,21.61%,35.25%,13.95%,29.05%,0.13%,100.00%,21.61%
2020-12-10 00:00:00,22.05%,34.82%,13.85%,29.15%,0.13%,100.00%,22.05%
2020-12-11 00:00:00,22.07%,34.96%,13.78%,29.06%,0.13%,100.00%,22.07%
2020-12-14 00:00:00,22.14%,34.91%,13.81%,29.02%,0.13%,100.00%,22.14%
2020-12-15 00:00:00,22.14%,35.02%,13.71%,29.00%,0.13%,100.00%,22.14%
2020-12-16 00:00:00,22.18%,35.11%,13.77%,28.82%,0.13%,100.00%,22.18%
2020-12-17 00:00:00,22.21%,35.13%,13.81%,28.73%,0.13%,100.00%,22.21%
2020-12-18 00:00:00,22.20%,35.20%,13.79%,28.68%,0.13%,100.00%,22.20%
2020-12-21 00:00:00,22.49%,35.15%,13.71%,28.52%,0.13%,100.00%,22.49%
2020-12-22 00:00:00,22.04%,35.23%,13.73%,28.87%,0.13%,100.00%,22.04%
2020-12-23 00:00:00,21.88%,35.46%,13.72%,28.81%,0.13%,100.00%,21.88%
2020-12-24 00:00:00,22.00%,35.45%,13.73%,28.69%,0.13%,100.00%,22.00%
2020-12-28 00:00:00,22.28%,35.37%,13.74%,28.49%,0.13%,100.00%,22.28%
2020-12-29 00:00:00,22.63%,35.37%,13.71%,28.17%,0.13%,100.00%,22.63%
2020-12-30 00:00:00,21.00%,34.96%,13.99%,29.88%,0.17%,100.00%,21.00%
2021-01-04 00:00:00,20.86%,35.14%,14.01%,29.82%,0.17%,100.00%,20.86%
2021-01-05 00:00:00,20.91%,35.22%,13.83%,29.87%,0.17%,100.00%,20.91%
2021-01-06 00:00:00,20.82%,35.11%,13.92%,29.99%,0.17%,100.00%,20.82%
2021-01-07 00:00:00,20.76%,35.29%,14.03%,29.75%,0.17%,100.00%,20.76%
2021-01-08 00:00:00,20.61%,35.89%,14.02%,29.32%,0.17%,100.00%,20.61%
2021-01-11 00:00:00,20.56%,36.08%,13.92%,29.27%,0.17%,100.00%,20.56%
2021-01-12 00:00:00,20.56%,35.94%,13.97%,29.36%,0.17%,100.00%,20.56%
2021-01-13 00:00:00,20.56%,35.94%,13.98%,29.35%,0.17%,100.00%,20.56%
2021-01-14 00:00:00,20.34%,36.07%,14.04%,29.38%,0.17%,100.00%,20.34%
2021-01-15 00:00:00,20.14%,35.96%,14.03%,29.69%,0.17%,100.00%,20.14%
2021-01-18 00:00:00,19.78%,35.93%,14.12%,29.99%,0.17%,100.00%,19.78%
2021-01-19 00:00:00,19.90%,36.16%,14.09%,29.68%,0.17%,100.00%,19.90%
2021-01-20 00:00:00,20.20%,36.15%,14.02%,29.46%,0.17%,100.00%,20.20%
2021-01-21 00:00:00,20.02%,36.50%,14.11%,29.20%,0.17%,100.00%,20.02%
2021-01-22 00:00:00,20.00%,36.52%,14.06%,29.25%,0.17%,100.00%,20.00%
2021-01-25 00:00:00,20.39%,36.58%,13.95%,28.91%,0.17%,100.00%,20.39%
2021-01-26 00:00:00,20.31%,36.46%,13.96%,29.11%,0.17%,100.00%,20.31%
2021-01-27 00:00:00,20.08%,36.62%,14.01%,29.12%,0.17%,100.00%,20.08%
2021-01-28 00:00:00,20.04%,36.36%,13.83%,29.60%,0.17%,100.00%,20.04%
2021-01-29 00:00:00,20.99%,34.97%,13.98%,29.91%,0.15%,100.00%,20.99%
2021-02-01 00:00:00,21.63%,34.86%,13.77%,29.59%,0.14%,100.00%,21.63%
2021-02-02 00:00:00,21.42%,35.26%,13.87%,29.30%,0.14%,100.00%,21.42%
2021-02-03 00:00:00,21.37%,35.45%,13.96%,29.09%,0.14%,100.00%,21.37%
2021-02-04 00:00:00,21.27%,35.28%,14.00%,29.31%,0.14%,100.00%,21.27%
2021-02-05 00:00:00,21.12%,35.61%,14.08%,29.04%,0.14%,100.00%,21.12%
2021-02-08 00:00:00,20.99%,35.57%,14.19%,29.10%,0.14%,100.00%,20.99%
2021-02-09 00:00:00,20.87%,35.55%,14.26%,29.18%,0.14%,100.00%,20.87%
2021-02-10 00:00:00,20.94%,35.51%,14.27%,29.13%,0.14%,100.00%,20.94%
2021-02-15 00:00:00,21.12%,35.53%,14.28%,28.94%,0.14%,100.00%,21.12%
2021-02-16 00:00:00,20.81%,35.71%,14.33%,29.00%,0.14%,100.00%,20.81%
2021-02-17 00:00:00,20.79%,35.66%,14.30%,29.11%,0.14%,100.00%,20.79%
2021-02-18 00:00:00,20.65%,35.52%,14.37%,29.32%,0.14%,100.00%,20.65%
2021-02-19 00:00:00,20.71%,35.54%,14.30%,29.30%,0.14%,100.00%,20.71%
2021-02-22 00:00:00,20.42%,35.58%,14.34%,29.51%,0.14%,100.00%,20.42%
2021-02-23 00:00:00,20.10%,35.52%,14.47%,29.76%,0.14%,100.00%,20.10%
2021-02-24 00:00:00,19.78%,35.34%,14.55%,30.19%,0.15%,100.00%,19.78%
2021-02-25 00:00:00,20.29%,35.48%,14.52%,29.56%,0.14%,100.00%,20.29%
2021-02-26 00:00:00,21.00%,34.96%,13.99%,29.97%,0.09%,100.00%,21.00%
2021-03-02 00:00:00,21.16%,35.30%,13.99%,29.45%,0.09%,100.00%,21.16%
2021-03-03 00:00:00,21.28%,35.23%,13.96%,29.44%,0.09%,100.00%,21.28%
2021-03-04 00:00:00,21.44%,34.76%,13.86%,29.85%,0.09%,100.00%,21.44%
2021-03-05 00:00:00,21.56%,34.58%,13.78%,29.99%,0.09%,100.00%,21.56%
2021-03-08 00:00:00,21.04%,34.79%,14.05%,30.03%,0.09%,100.00%,21.04%
2021-03-09 00:00:00,20.97%,34.70%,14.14%,30.09%,0.09%,100.00%,20.97%
2021-03-10 00:00:00,20.76%,35.07%,14.13%,29.95%,0.09%,100.00%,20.76%
2021-03-11 00:00:00,21.06%,35.03%,14.18%,29.65%,0.09%,100.00%,21.06%
2021-03-12 00:00:00,21.22%,35.11%,14.16%,29.43%,0.09%,100.00%,21.22%
2021-03-15 00:00:00,21.17%,35.04%,14.20%,29.51%,0.09%,100.00%,21.17%
2021-03-16 00:00:00,21.49%,35.04%,14.16%,29.22%,0.09%,100.00%,21.49%
2021-03-17 00:00:00,21.51%,35.01%,14.16%,29.23%,0.09%,100.00%,21.51%
2021-03-18 00:00:00,21.52%,35.02%,14.18%,29.19%,0.09%,100.00%,21.52%
2021-03-19 00:00:00,21.71%,34.64%,14.09%,29.47%,0.09%,100.00%,21.71%
2021-03-22 00:00:00,21.77%,34.74%,14.03%,29.38%,0.09%,100.00%,21.77%
2021-03-23 00:00:00,21.64%,34.78%,14.10%,29.38%,0.09%,100.00%,21.64%
2021-03-24 00:00:00,21.78%,34.78%,14.00%,29.35%,0.09%,100.00%,21.78%
2021-03-25 00:00:00,21.86%,34.60%,14.01%,29.45%,0.09%,100.00%,21.86%
2021-03-26 00:00:00,21.77%,34.68%,14.09%,29.38%,0.09%,100.00%,21.77%
2021-03-29 00:00:00,21.69%,34.67%,14.17%,29.39%,0.09%,100.00%,21.69%
2021-03-30 00:00:00,21.63%,34.83%,14.18%,29.27%,0.09%,100.00%,21.63%
2021-03-31 00:00:00,21.00%,34.98%,14.00%,29.95%,0.08%,100.00%,21.00%
2021-04-01 00:00:00,21.02%,35.23%,13.97%,29.70%,0.08%,100.00%,21.02%
2021-04-02 00:00:00,20.92%,35.42%,14.06%,29.53%,0.08%,100.00%,20.92%
2021-04-06 00:00:00,20.64%,35.61%,14.18%,29.49%,0.08%,100.00%,20.64%
2021-04-07 00:00:00,20.67%,35.60%,14.19%,29.48%,0.08%,100.00%,20.67%
2021-04-08 00:00:00,20.82%,35.61%,14.19%,29.31%,0.08%,100.00%,20.82%
2021-04-09 00:00:00,20.90%,35.59%,14.17%,29.26%,0.08%,100.00%,20.90%
2021-04-12 00:00:00,20.99%,35.61%,14.17%,29.15%,0.08%,100.00%,20.99%
2021-04-13 00:00:00,21.25%,35.56%,14.13%,28.98%,0.08%,100.00%,21.25%
2021-04-14 00:00:00,21.22%,35.66%,14.14%,28.90%,0.08%,100.00%,21.22%
2021-04-15 00:00:00,21.24%,35.59%,14.14%,28.96%,0.08%,100.00%,21.24%
2021-04-16 00:00:00,21.32%,35.59%,14.18%,28.84%,0.07%,100.00%,21.32%
2021-04-19 00:00:00,21.46%,35.57%,14.16%,28.73%,0.07%,100.00%,21.46%
2021-04-20 00:00:00,21.44%,35.48%,14.19%,28.81%,0.07%,100.00%,21.44%
2021-04-21 00:00:00,21.33%,35.38%,14.17%,29.04%,0.08%,100.00%,21.33%
2021-04-22 00:00:00,21.28%,35.49%,14.24%,28.92%,0.08%,100.00%,21.28%
2021-04-23 00:00:00,21.37%,35.35%,14.18%,29.03%,0.08%,100.00%,21.37%
2021-04-26 00:00:00,21.30%,35.48%,14.26%,28.88%,0.08%,100.00%,21.30%
2021-04-27 00:00:00,21.03%,35.66%,14.32%,28.92%,0.08%,100.00%,21.03%
2021-04-28 00:00:00,20.58%,35.75%,14.43%,29.16%,0.08%,100.00%,20.58%
2021-04-29 00:00:00,20.25%,35.72%,14.59%,29.37%,0.08%,100.00%,20.25%
2021-04-30 00:00:00,0.00%,34.98%,13.99%,29.90%,21.14%,100.00%,0.00%
2021-05-03 00:00:00,0.00%,35.02%,13.96%,29.89%,21.13%,100.00%,0.00%
2021-05-04 00:00:00,0.00%,34.99%,13.95%,29.91%,21.15%,100.00%,0.00%
2021-05-06 00:00:00,0.00%,34.85%,13.94%,30.00%,21.21%,100.00%,0.00%
2021-05-07 00:00:00,0.00%,34.93%,14.01%,29.91%,21.15%,100.00%,0.00%
2021-05-10 00:00:00,0.00%,35.03%,14.08%,29.81%,21.08%,100.00%,0.00%
2021-05-11 00:00:00,0.00%,34.57%,14.00%,30.13%,21.30%,100.00%,0.00%
2021-05-12 00:00:00,0.00%,34.54%,13.92%,30.20%,21.34%,100.00%,0.00%
2021-05-13 00:00:00,0.00%,34.33%,13.79%,30.39%,21.48%,100.00%,0.00%
2021-05-14 00:00:00,0.00%,34.47%,13.91%,30.24%,21.38%,100.00%,0.00%
2021-05-17 00:00:00,0.00%,34.66%,13.98%,30.10%,21.27%,100.00%,0.00%
2021-05-18 00:00:00,0.00%,34.72%,14.00%,30.05%,21.24%,100.00%,0.00%
2021-05-20 00:00:00,0.00%,34.62%,13.84%,30.20%,21.34%,100.00%,0.00%
2021-05-21 00:00:00,0.00%,34.76%,13.95%,30.05%,21.23%,100.00%,0.00%
2021-05-24 00:00:00,0.00%,34.67%,13.98%,30.09%,21.26%,100.00%,0.00%
2021-05-25 00:00:00,0.00%,34.92%,14.04%,29.90%,21.13%,100.00%,0.00%
2021-05-26 00:00:00,0.00%,34.84%,14.02%,29.96%,21.18%,100.00%,0.00%
2021-05-27 00:00:00,0.00%,34.82%,14.00%,29.99%,21.19%,100.00%,0.00%
2021-05-28 00:00:00,0.00%,34.82%,14.06%,29.95%,21.17%,100.00%,0.00%
2021-05-31 00:00:00,0.00%,34.96%,13.99%,29.93%,21.12%,100.00%,0.00%
2021-06-01 00:00:00,0.00%,34.95%,13.98%,29.95%,21.13%,100.00%,0.00%
2021-06-02 00:00:00,0.00%,34.98%,13.95%,29.94%,21.12%,100.00%,0.00%
